id,headshot,sweaterNumber,positionCode,shootsCatches,heightInInches,weightInPounds,heightInCentimeters,weightInKilograms,birthDate,birthCountry,firstName.default,lastName.default,birthCity.default,birthStateProvince.default,birthCity.cs,birthCity.de,birthCity.fi,birthCity.fr,birthCity.sk,birthCity.sv,lastName.cs,lastName.sk,headingPosition,fullName,season,team_abbr,lastName.sv,firstName.cs,firstName.sk,lastName.de,lastName.es,lastName.fi,firstName.fi,lastName.fr,firstName.de,firstName.es,firstName.sv,firstName.fr,fullName.1,fullName.2,fullName.3,fullName.4,fullName.5,fullName.6
8473618,https://assets.nhle.com/mugs/nhl/20122013/WSH/8473618.png,85.0,C,L,70,189,178,86,1988-01-05,CAN,Mathieu,Perreault,Drummondville,QC,,,,,,,,,F,MATHIEU PERREAULT,20122013,WSH,,,,,,,,,,,,,,,,,,
8467371,https://assets.nhle.com/mugs/nhl/20122013/WSH/8467371.png,9.0,C,L,72,179,183,81,1980-02-10,CAN,Mike,Ribeiro,Montréal,QC,,,,,,,,,F,MIKE RIBEIRO,20122013,WSH,,,,,,,,,,,,,,,,,,
8475619,https://assets.nhle.com/mugs/nhl/20122013/WSH/8475619.png,17.0,L,L,72,215,183,98,1985-05-30,CAN,Aaron,Volpatti,Revelstoke,BC,,,,,,,,,F,AARON VOLPATTI,20122013,WSH,,,,,,,,,,,,,,,,,,
8468208,https://assets.nhle.com/mugs/nhl/20122013/WSH/8468208.png,42.0,R,R,73,225,185,102,1980-12-02,CAN,Joel,Ward,North York,ON,,,,,,,,,F,JOEL WARD,20122013,WSH,,,,,,,,,,,,,,,,,,
8476880,https://assets.nhle.com/mugs/nhl/20122013/WSH/8476880.png,43.0,R,R,76,220,193,100,1994-03-29,CAN,Tom,Wilson,Toronto,ON,,,,,,,,,F,TOM WILSON,20122013,WSH,,,,,,,,,,,,,,,,,,
8471234,https://assets.nhle.com/mugs/nhl/20122013/WSH/8471234.png,17.0,L,L,75,215,191,98,1986-02-24,POL,Wojtek,Wolski,Zabrze,,,,,,,,,,F,WOJTEK WOLSKI,20122013,WSH,,,,,,,,,,,,,,,,,,
8473991,https://assets.nhle.com/mugs/nhl/20122013/WSH/8473991.png,27.0,D,L,75,213,191,97,1988-09-24,CAN,Karl,Alzner,Burnaby,BC,,,,,,,,,D,KARL ALZNER,20122013,WSH,,,,,,,,,,,,,,,,,,
8474590,https://assets.nhle.com/mugs/nhl/20122013/WSH/8474590.png,74.0,D,R,75,215,191,98,1990-01-10,USA,John,Carlson,Natick,MA,,,,,,,,,D,JOHN CARLSON,20122013,WSH,,,,,,,,,,,,,,,,,,
8467365,https://assets.nhle.com/mugs/nhl/20122013/WSH/8467365.png,4.0,D,L,76,220,193,100,1980-06-26,CAN,John,Erskine,Kingston,ON,,,,,,,,,D,JOHN ERSKINE,20122013,WSH,,,,,,,,,,,,,,,,,,
8471242,https://assets.nhle.com/mugs/nhl/20122013/WSH/8471242.png,52.0,D,R,73,210,185,95,1985-10-12,CAN,Mike,Green,Calgary,AB,,,,,,,,,D,MIKE GREEN,20122013,WSH,,,,,,,,,,,,,,,,,,
8458938,https://assets.nhle.com/mugs/nhl/20122013/WSH/8458938.png,44.0,D,L,74,206,188,93,1974-04-12,CZE,Roman,Hamrlik,Zlin,,Zlín,,Zlín,,Zlín,,,,D,ROMAN HAMRLIK,20122013,WSH,,,,,,,,,,,,,,,,,,
8474519,https://assets.nhle.com/mugs/nhl/20122013/WSH/8474519.png,38.0,D,L,70,190,178,86,1986-01-24,USA,Jack,Hillen,Minnetonka,MN,,,,,,,,,D,JACK HILLEN,20122013,WSH,,,,,,,,,,,,,,,,,,
8474649,https://assets.nhle.com/mugs/nhl/20122013/WSH/8474649.png,36.0,D,R,74,201,188,91,1989-12-26,CZE,Tomas,Kundratek,Prerov,,Přerov,,Přerov,,Přerov,,,,D,TOMAS KUNDRATEK,20122013,WSH,,,,,,,,,,,,,,,,,,
8476162,https://assets.nhle.com/mugs/nhl/20122013/WSH/8476162.png,61.0,D,R,71,188,180,85,1986-02-04,USA,Steve,Oleksy,Chesterfield,MI,,,,,,,,,D,STEVE OLEKSY,20122013,WSH,,,,,,,,,,,,,,,,,,
8475200,https://assets.nhle.com/mugs/nhl/20122013/WSH/8475200.png,9.0,D,L,71,214,180,97,1991-07-23,RUS,Dmitry,Orlov,Novokuznetsk,,Novokuzněck,,,,Novokuzněck,,,,D,DMITRY ORLOV,20122013,WSH,,Dmitrij,Dmitrij,,,,Dmitri,,,,,,DMITRIJ ORLOV,,,DMITRI ORLOV,DMITRIJ ORLOV,
8465012,https://assets.nhle.com/mugs/nhl/20122013/WSH/8465012.png,3.0,D,L,75,190,191,86,1977-03-22,USA,Tom,Poti,Worcester,MA,,,,,,,,,D,TOM POTI,20122013,WSH,,,,,,,,,,,,,,,,,,
8476799,https://assets.nhle.com/mugs/nhl/20122013/WSH/8476799.png,38.0,D,L,75,190,191,86,1988-10-07,USA,Cameron,Schilling,Carmel,IN,,,,,,,,,D,CAMERON SCHILLING,20122013,WSH,,,,,,,,,,,,,,,,,,
8471240,https://assets.nhle.com/mugs/nhl/20122013/WSH/8471240.png,55.0,D,L,78,225,198,102,1986-02-25,CAN,Jeff,Schultz,Calgary,AB,,,,,,,,,D,JEFF SCHULTZ,20122013,WSH,,,,,,,,,,,,,,,,,,
8475831,https://assets.nhle.com/mugs/nhl/20122013/WSH/8475831.png,31.0,G,L,73,188,185,85,1991-11-25,DEU,Philipp,Grubauer,Rosenheim,,,,,,,,,,G,PHILIPP GRUBAUER,20122013,WSH,,,,,,,,,,,,,,,,,,
8474651,https://assets.nhle.com/mugs/nhl/20122013/WSH/8474651.png,70.0,G,L,73,215,185,98,1989-09-16,CAN,Braden,Holtby,Lloydminster,SK,,,,,,,,,G,BRADEN HOLTBY,20122013,WSH,,,,,,,,,,,,,,,,,,
8473607,https://assets.nhle.com/mugs/nhl/20122013/WSH/8473607.png,30.0,G,L,73,209,185,95,1988-03-23,CZE,Michal,Neuvirth,Ústí nad Labem,,,,,,,,,,G,MICHAL NEUVIRTH,20122013,WSH,,,,,,,,,,,,,,,,,,
8473492,https://assets.nhle.com/mugs/nhl/20122013/ANA/8473492.png,39.0,L,L,72,207,183,94,1988-06-07,CAN,Matt,Beleskey,Windsor,ON,,,,,,,,,F,MATT BELESKEY,20122013,ANA,,,,,,,,,,,,,,,,,,
8474009,https://assets.nhle.com/mugs/nhl/20122013/ANA/8474009.png,13.0,C,L,73,195,185,88,1988-04-20,USA,Nick,Bonino,Hartford,CT,,,,,,,,,F,NICK BONINO,20122013,ANA,,,,,,,,,,,,,,,,,,
8471699,https://assets.nhle.com/mugs/nhl/20122013/ANA/8471699.png,7.0,L,L,70,179,178,81,1987-06-14,CAN,Andrew,Cogliano,Toronto,ON,,,,,,,,,F,ANDREW COGLIANO,20122013,ANA,,,,,,,,,,,,,,,,,,
8462041,https://assets.nhle.com/mugs/nhl/20122013/ANA/8462041.png,18.0,R,R,74,195,188,88,1977-03-09,CZE,Radek,Dvorak,Tabor,,Tábor,,Tábor ,,Tábor,,Dvořák,,F,RADEK DVORAK,20122013,ANA,,,,,,,,,,,,,,,,,,
8475770,https://assets.nhle.com/mugs/nhl/20122013/ANA/8475770.png,26.0,L,L,73,212,185,96,1992-06-16,USA,Emerson,Etem,Long Beach,CA,,,,,,,,,F,EMERSON ETEM,20122013,ANA,,,,,,,,,,,,,,,,,,
8470612,https://assets.nhle.com/mugs/nhl/20122013/ANA/8470612.png,15.0,C,R,76,220,193,100,1985-05-10,CAN,Ryan,Getzlaf,Regina,SK,,,,,,,,,F,RYAN GETZLAF,20122013,ANA,,,,,,,,,,,,,,,,,,
8475180,https://assets.nhle.com/mugs/nhl/20122013/ANA/8475180.png,74.0,C,L,74,193,188,88,1991-01-14,CAN,Peter,Holland,Toronto,ON,,,,,,,,,F,PETER HOLLAND,20122013,ANA,,,,,,,,,,,,,,,,,,
8459442,https://assets.nhle.com/mugs/nhl/20122013/ANA/8459442.png,11.0,C,L,70,181,178,82,1974-11-23,FIN,Saku,Koivu,Turku,,,,,,,Åbo,,,F,SAKU KOIVU,20122013,ANA,,,,,,,,,,,,,,,,,,
8468695,https://assets.nhle.com/mugs/nhl/20122013/ANA/8468695.png,19.0,C,L,71,195,180,88,1982-03-18,CAN,Matthew,Lombardi,Montréal,QC,,,,,,,,,F,MATTHEW LOMBARDI,20122013,ANA,,,,,,,,,,,,,,,,,,
8474034,https://assets.nhle.com/mugs/nhl/20122013/ANA/8474034.png,19.0,L,L,75,234,191,106,1988-04-23,USA,Patrick,Maroon,St. Louis,MO,,,,,,,,,F,PATRICK MAROON,20122013,ANA,,Pat,Pat,,,,Pat,,Pat,Pat,Pat,,PAT MAROON,PAT MAROON,PAT MAROON,PAT MAROON,PAT MAROON,PAT MAROON
8474646,https://assets.nhle.com/mugs/nhl/20122013/ANA/8474646.png,64.0,C,L,71,190,180,86,1990-03-22,CAN,Brandon,McMillan,Richmond,BC,,,,,,,,,F,BRANDON MCMILLAN,20122013,ANA,,,,,,,,,,,,,,,,,,
8475151,https://assets.nhle.com/mugs/nhl/20122013/ANA/8475151.png,21.0,R,R,71,198,180,90,1991-02-01,USA,Kyle,Palmieri,Smithtown,NY,,,,,,,,,F,KYLE PALMIERI,20122013,ANA,,,,,,,,,,,,,,,,,,
8470621,https://assets.nhle.com/mugs/nhl/20122013/ANA/8470621.png,10.0,R,R,75,208,191,94,1985-05-16,CAN,Corey,Perry,Peterborough,ON,,,,,,,,,F,COREY PERRY,20122013,ANA,,,,,,,,,,,,,,,,,,
8476483,https://assets.nhle.com/mugs/nhl/20122013/ANA/8476483.png,67.0,L,R,73,195,185,88,1993-05-05,SWE,Rickard,Rakell,Sundbyberg,,,,,,,,,,F,RICKARD RAKELL,20122013,ANA,,,,,,,,,,,,,,,,,,
8471676,https://assets.nhle.com/mugs/nhl/20122013/ANA/8471676.png,9.0,R,R,74,208,188,94,1987-03-17,USA,Bobby,Ryan,Cherry Hill,NJ,,,,,,,,,F,BOBBY RYAN,20122013,ANA,,,,,,,,,,,,,,,,,,
8457981,https://assets.nhle.com/mugs/nhl/20122013/ANA/8457981.png,8.0,R,R,72,209,183,95,1970-07-03,FIN,Teemu,Selanne,Helsinki,,Helsinky,,,,Helsinky,Helsingfors,,,F,TEEMU SELANNE,20122013,ANA,,,,,,Selänne,,,,,,,,,,,,
8475758,https://assets.nhle.com/mugs/nhl/20122013/ANA/8475758.png,12.0,R,R,72,223,183,101,1992-06-14,CAN,Devante,Smith-Pelly,Scarborough,ON,,,,,,,,,F,DEVANTE SMITH-PELLY,20122013,ANA,,,,,,,,,,,,,,,,,,
8471521,https://assets.nhle.com/mugs/nhl/20122013/ANA/8471521.png,25.0,R,R,73,207,185,94,1984-07-28,CAN,Brad,Staubitz,Edmonton,AB,,,,,,,,,F,BRAD STAUBITZ,20122013,ANA,,,,,,,,,,,,,,,,,,
8469483,https://assets.nhle.com/mugs/nhl/20122013/ANA/8469483.png,20.0,C,L,78,215,198,98,1982-03-15,USA,David,Steckel,Milwaukee,WI,,,,,,,,,F,DAVID STECKEL,20122013,ANA,,,,,,,,,,,,,,,,,,
8471476,https://assets.nhle.com/mugs/nhl/20122013/ANA/8471476.png,34.0,C,L,74,210,188,95,1985-03-06,CAN,Daniel,Winnik,Toronto,ON,,,,,,,,,F,DANIEL WINNIK,20122013,ANA,,,,,,,,,,,,,,,,,,
8467332,https://assets.nhle.com/mugs/nhl/20122013/ANA/8467332.png,5.0,D,L,77,223,196,101,1980-08-21,CAN,Bryan,Allen,Kingston,ON,,,,,,,,,D,BRYAN ALLEN,20122013,ANA,,,,,,,,,,,,,,,,,,
8467400,https://assets.nhle.com/mugs/nhl/20122013/ANA/8467400.png,23.0,D,L,71,208,180,94,1980-06-04,CAN,Francois,Beauchemin,Sorel,QC,,,,,,,,,D,FRANCOIS BEAUCHEMIN,20122013,ANA,,,,,,,,,,,,,,,,,,
8475764,https://assets.nhle.com/mugs/nhl/20122013/ANA/8475764.png,4.0,D,L,74,215,188,98,1991-12-05,CAN,Cam,Fowler,Windsor,ON,,,,,,,,,D,CAM FOWLER,20122013,ANA,,,,,,,,,,,,,,,,,,
8472370,https://assets.nhle.com/mugs/nhl/20122013/ANA/8472370.png,40.0,D,L,72,194,183,88,1984-02-23,CAN,Jordan,Hendry,Lanigan,SK,,,,,,,,,D,JORDAN HENDRY,20122013,ANA,,,,,,,,,,,,,,,,,,
8473933,https://assets.nhle.com/mugs/nhl/20122013/ANA/8473933.png,6.0,D,R,73,205,185,93,1984-02-20,USA,Ben,Lovejoy,Concord,NH,,,,,,,,,D,BEN LOVEJOY,20122013,ANA,,,,,,,,,,,,,,,,,,
8465042,https://assets.nhle.com/mugs/nhl/20122013/ANA/8465042.png,32.0,D,L,74,213,188,97,1977-09-25,FIN,Toni,Lydman,Lahti,,,,,,,Lahtis,,,D,TONI LYDMAN,20122013,ANA,,,,,,,,,,,,,,,,,,
8474579,https://assets.nhle.com/mugs/nhl/20122013/ANA/8474579.png,5.0,D,L,75,206,191,93,1990-01-30,ITA,Luca,Sbisa,Ozieri,,,,,,,,,,D,LUCA SBISA,20122013,ANA,,,,,,,,,,,,,,,,,,
8460561,https://assets.nhle.com/mugs/nhl/20122013/ANA/8460561.png,44.0,D,L,76,231,193,105,1976-07-13,CAN,Sheldon,Souray,Elk Point,AB,,,,,,,,,D,SHELDON SOURAY,20122013,ANA,,,,,,,,,,,,,,,,,,
8475222,https://assets.nhle.com/mugs/nhl/20122013/ANA/8475222.png,45.0,D,R,70,185,178,84,1991-06-03,FIN,Sami,Vatanen,Jyväskylä,,,,,,,,,,D,SAMI VATANEN,20122013,ANA,,,,,,,,,,,,,,,,,,
8476839,https://assets.nhle.com/mugs/nhl/20122013/ANA/8476839.png,30.0,G,L,72,181,183,82,1982-08-08,SWE,Viktor,Fasth,Kalix,,,,,,,,,,G,VIKTOR FASTH,20122013,ANA,,,,,,,,,,,,,,,,,,
8473972,https://assets.nhle.com/mugs/nhl/20122013/ANA/8473972.png,1.0,G,R,74,191,188,87,1982-02-12,CHE,Jonas,Hiller,Felben Wellhausen,,,,,Felben-Wellhausen,,,,,G,JONAS HILLER,20122013,ANA,,,,,,,,,,,,,,,,,,
8470609,https://assets.nhle.com/mugs/nhl/20132014/NJD/8470609.png,18.0,R,R,75,225,191,102,1985-03-31,CAN,Steve,Bernier,Quebec City,QC,,,,Québec,,,,,F,STEVE BERNIER,20132014,NJD,,,,,,,,,,,,,,,,,,
8476423,https://assets.nhle.com/mugs/nhl/20132014/NJD/8476423.png,15.0,L,L,70,195,178,88,1993-09-08,USA,Reid,Boucher,Lansing,MI,,,,,,,,,F,REID BOUCHER,20132014,NJD,,,,,,,,,,,,,,,,,,
8477059,https://assets.nhle.com/mugs/nhl/20132014/NJD/8477059.png,12.0,R,R,71,185,180,84,1986-03-09,CHE,Damien,Brunner,Zurich,,,,,,,,,,F,DAMIEN BRUNNER,20132014,NJD,,,,,,,,,,,,,,,,,,
8473646,https://assets.nhle.com/mugs/nhl/20132014/NJD/8473646.png,20.0,L,L,73,205,185,93,1983-08-03,USA,Ryan,Carter,White Bear Lake,MN,,,,,,,,,F,RYAN CARTER,20132014,NJD,,,,,,,,,,,,,,,,,,
8469622,https://assets.nhle.com/mugs/nhl/20132014/NJD/8469622.png,,L,L,75,225,191,102,1982-09-30,CAN,Ryane,Clowe,St. John's,NL,,,,,,,,,F,RYANE CLOWE,20132014,NJD,,,,,,,,,,,,,,,,,,
8460542,https://assets.nhle.com/mugs/nhl/20132014/NJD/8460542.png,26.0,C,L,73,190,185,86,1976-04-13,CZE,Patrik,Elias,Trebic,,Třebíč,,Třebíč ,,Třebíč,,Eliáš,Eliáš,F,PATRIK ELIAS,20132014,NJD,,,,,,,,,,,,,,,,,,
8472410,https://assets.nhle.com/mugs/nhl/20132014/NJD/8472410.png,10.0,C,R,67,177,170,80,1983-10-09,USA,Stephen,Gionta,Rochester,NY,,,,,,,,,F,STEPHEN GIONTA,20132014,NJD,,,,,,,,,,,,,,,,,,
8474641,https://assets.nhle.com/mugs/nhl/20132014/NJD/8474641.png,14.0,C,L,72,195,183,88,1990-02-06,CAN,Adam,Henrique,Brantford,ON,,,,,,,,,F,ADAM HENRIQUE,20132014,NJD,,,,,,,,,,,,,,,,,,
8448208,https://assets.nhle.com/mugs/nhl/20132014/NJD/8448208.png,68.0,R,L,75,230,191,104,1972-02-15,CZE,Jaromir,Jagr,Kladno,,,,,,,,Jágr,Jágr,F,JAROMIR JAGR,20132014,NJD,,,,,,,,,,,,,,,,,,
8470123,https://assets.nhle.com/mugs/nhl/20132014/NJD/8470123.png,25.0,R,R,72,215,183,98,1984-04-15,USA,Cam,Janssen,St. Louis,MO,,,,,,,,,F,CAM JANSSEN,20132014,NJD,,,,,,,,,,,,,,,,,,
8475185,https://assets.nhle.com/mugs/nhl/20132014/NJD/8475185.png,16.0,C,L,72,196,183,89,1991-03-02,SWE,Jacob,Josefson,Stockholm,,,,Tukholma,,,,,,F,JACOB JOSEFSON,20132014,NJD,,,,,,,,,,,,,,,,,,
8474681,https://assets.nhle.com/mugs/nhl/20132014/NJD/8474681.png,21.0,C,L,71,190,180,86,1990-05-30,RUS,Andrei,Loktionov,Voskresensk,,,,,,,,,,F,ANDREI LOKTIONOV,20132014,NJD,,,,,,,,,,,,,,,,,,
8471220,https://assets.nhle.com/mugs/nhl/20132014/NJD/8471220.png,25.0,L,L,74,215,188,98,1985-10-10,CZE,Rostislav,Olesz,Bilovec,,Bílovec,,Bílovec,,Bílovec,,,,F,ROSTISLAV OLESZ,20132014,NJD,,,,,,,,,,,,,,,,,,
8469462,https://assets.nhle.com/mugs/nhl/20132014/NJD/8469462.png,15.0,L,L,72,200,183,91,1983-02-16,FIN,Tuomo,Ruutu,Vantaa,,,,,,,Vanda,,,F,TUOMO RUUTU,20132014,NJD,,,,,,,,,,,,,,,,,,
8467545,https://assets.nhle.com/mugs/nhl/20132014/NJD/8467545.png,17.0,R,R,73,200,185,91,1980-03-31,CAN,Michael,Ryder,Bonavista,NL,,,,,,,,,F,MICHAEL RYDER,20132014,NJD,,,,,,,,,,,,,,,,,,
8471636,https://assets.nhle.com/mugs/nhl/20132014/NJD/8471636.png,12.0,L,L,71,195,180,88,1984-08-28,USA,Tim,Sestito,Rome,NY,,,,,,,,,F,TIM SESTITO,20132014,NJD,,,,,,,,,,,,,,,,,,
8476209,https://assets.nhle.com/mugs/nhl/20132014/NJD/8476209.png,46.0,R,R,71,190,180,86,1988-01-20,USA,Mike,Sislo,Superior,WI,,,,,,,,,F,MIKE SISLO,20132014,NJD,,,,,,,,,,,,,,,,,,
8474582,https://assets.nhle.com/mugs/nhl/20132014/NJD/8474582.png,21.0,R,L,69,175,175,79,1990-02-21,SWE,Mattias,Tedenby,Vetlanda,,,,,,,,,,F,MATTIAS TEDENBY,20132014,NJD,,,,,,,,,,,,,,,,,,
8476227,https://assets.nhle.com/mugs/nhl/20132014/NJD/8476227.png,33.0,L,L,66,167,168,76,1988-02-06,USA,Joe,Whitney,Reading,MA,,,,,,,,,F,JOE WHITNEY,20132014,NJD,,,,,,,,,,,,,,,,,,
8471233,https://assets.nhle.com/mugs/nhl/20132014/NJD/8471233.png,19.0,C,R,74,185,188,84,1985-05-13,CAN,Travis,Zajac,Winnipeg,MB,,,,,,,,,F,TRAVIS ZAJAC,20132014,NJD,,,,,,,,,,,,,,,,,,
8464977,https://assets.nhle.com/mugs/nhl/20132014/NJD/8464977.png,8.0,L,L,77,225,196,102,1978-06-16,LTU,Dainius,Zubrus,Elektrenai,,,,Elektrėnai,Elektrėnai,,,,,F,DAINIUS ZUBRUS,20132014,NJD,,,,,,,,,,,,,,,,,,
8471816,https://assets.nhle.com/mugs/nhl/20132014/NJD/8471816.png,7.0,D,R,75,209,191,95,1987-05-15,USA,Mark,Fayne,Nashua,NH,,,,,,,,,D,MARK FAYNE,20132014,NJD,,,,,,,,,,,,,,,,,,
8475199,https://assets.nhle.com/mugs/nhl/20132014/NJD/8475199.png,44.0,D,L,76,215,193,98,1991-05-08,CAN,Eric,Gelinas,Vanier,ON,,,,,,,,,D,ERIC GELINAS,20132014,NJD,,,,,,,,,,,,,,,,,,
8472382,https://assets.nhle.com/mugs/nhl/20132014/NJD/8472382.png,6.0,D,L,71,190,180,86,1982-10-30,USA,Andy,Greene,Trenton,MI,,,,,,,,,D,ANDY GREENE,20132014,NJD,,,,,,,,,,,,,,,,,,
8472394,https://assets.nhle.com/mugs/nhl/20132014/NJD/8472394.png,10.0,D,R,71,180,180,82,1983-06-08,USA,Peter,Harrold,Kirtland Hills,OH,,,,,,,,,D,PETER HARROLD,20132014,NJD,,,,,,,,,,,,,,,,,,
8476457,https://assets.nhle.com/mugs/nhl/20132014/NJD/8476457.png,5.0,D,R,75,209,191,95,1992-11-12,SWE,Adam,Larsson,Skelleftea,,,,Skellefteå,,,Skellefteå,,,D,ADAM LARSSON,20132014,NJD,,,,,,,,,,,,,,,,,,
8475750,https://assets.nhle.com/mugs/nhl/20132014/NJD/8475750.png,7.0,D,L,75,204,191,93,1992-02-03,USA,Jon,Merrill,Oklahoma City,OK,,,,,,,,,D,JON MERRILL,20132014,NJD,,,,,,,,,,,,,,,,,,
8460626,https://assets.nhle.com/mugs/nhl/20132014/NJD/8460626.png,24.0,D,L,75,215,191,98,1976-02-11,CAN,Bryce,Salvador,Brandon,MB,,,,,,,,,D,BRYCE SALVADOR,20132014,NJD,,,,,,,,,,,,,,,,,,
8468501,https://assets.nhle.com/mugs/nhl/20132014/NJD/8468501.png,28.0,D,L,73,220,185,100,1982-02-25,RUS,Anton,Volchenkov,Moscow,,Moskva,Moskau,Moskova,Moscou,Moskva,Moskva,,,D,ANTON VOLCHENKOV,20132014,NJD,,,,,,,,,,,,,,,,,,
8469623,https://assets.nhle.com/mugs/nhl/20132014/NJD/8469623.png,2.0,D,R,71,190,180,86,1977-02-03,CZE,Marek,Zidlicky,Most,,,,,,,,Židlický,Židlický,D,MAREK ZIDLICKY,20132014,NJD,,,,,,,,,,,,,,,,,,
8455710,https://assets.nhle.com/mugs/nhl/20132014/NJD/8455710.png,30.0,G,L,74,220,188,100,1972-05-06,CAN,Martin,Brodeur,Montréal,QC,,,,,,,,,G,MARTIN BRODEUR,20132014,NJD,,,,,,,,,,,,,,,,,,
8471239,https://assets.nhle.com/mugs/nhl/20132014/NJD/8471239.png,35.0,G,L,75,214,191,97,1986-03-18,USA,Cory,Schneider,Marblehead,MA,,,,,,,,,G,CORY SCHNEIDER,20132014,NJD,,,,,,,,,,,,,,,,,,
8474609,https://assets.nhle.com/mugs/nhl/20132014/BUF/8474609.png,72.0,C,L,74,207,188,94,1990-06-18,CAN,Luke,Adam,St. John's,NL,,,,,,,,,F,LUKE ADAM,20132014,BUF,,,,,,,,,,,,,,,,,,
8476195,https://assets.nhle.com/mugs/nhl/20132014/BUF/8476195.png,88.0,C,L,68,185,173,84,1989-12-14,CAN,Cory,Conacher,Burlington,ON,,,,,,,,,F,CORY CONACHER,20132014,BUF,,,,,,,,,,,,,,,,,,
8471851,https://assets.nhle.com/mugs/nhl/20132014/BUF/8471851.png,27.0,R,R,72,198,183,90,1986-10-23,CAN,Matt,D'Agostini,Sault Ste. Marie,ON,,,,Sault-Sainte-Marie,,,,,F,MATT D'AGOSTINI,20132014,BUF,,,,,,,,,,,,,,,,,,
8475235,https://assets.nhle.com/mugs/nhl/20132014/BUF/8475235.png,44.0,L,L,73,220,185,100,1991-02-22,CAN,Nicolas,Deslauriers,LaSalle,QC,,,,,,,,,F,NICOLAS DESLAURIERS,20132014,BUF,,,,,,,,,,,,,,,,,,
8470018,https://assets.nhle.com/mugs/nhl/20132014/BUF/8470018.png,37.0,L,L,72,208,183,94,1981-08-31,CAN,Matt,Ellis,Welland,ON,,,,,,,,,F,MATT ELLIS,20132014,BUF,,,,,,,,,,,,,,,,,,
8474589,https://assets.nhle.com/mugs/nhl/20132014/BUF/8474589.png,63.0,L,L,69,160,175,73,1989-10-06,CAN,Tyler,Ennis,Edmonton,AB,,,,,,,,,F,TYLER ENNIS,20132014,BUF,,,,,,,,,,,,,,,,,,
8476808,https://assets.nhle.com/mugs/nhl/20132014/BUF/8476808.png,65.0,C,R,73,185,185,84,1988-07-26,USA,Brian,Flynn,Lynnfield,MA,,,,,,,,,F,BRIAN FLYNN,20132014,BUF,,,,,,,,,,,,,,,,,,
8475220,https://assets.nhle.com/mugs/nhl/20132014/BUF/8475220.png,82.0,L,L,75,226,191,103,1991-08-10,USA,Marcus,Foligno,Buffalo,NY,,,,,,,,,F,MARCUS FOLIGNO,20132014,BUF,,,,,,,,,,,,,,,,,,
8476878,https://assets.nhle.com/mugs/nhl/20132014/BUF/8476878.png,28.0,L,L,74,200,188,91,1994-01-05,LVA,Zemgus,Girgensons,Riga,,,,Riika,,,,,,F,ZEMGUS GIRGENSONS,20132014,BUF,,,,,,,,,,,,,,,,,,
8476888,https://assets.nhle.com/mugs/nhl/20132014/BUF/8476888.png,25.0,C,L,75,206,191,93,1994-05-16,RUS,Mikhail,Grigorenko,Khabarovsk,,Chabarovsk,,Habarovsk,,Chabarovsk,,,,F,MIKHAIL GRIGORENKO,20132014,BUF,,,,,,,,,,,,,,,,,,
8474570,https://assets.nhle.com/mugs/nhl/20132014/BUF/8474570.png,19.0,C,R,72,191,183,87,1990-02-18,CAN,Cody,Hodgson,Toronto,ON,,,,,,,,,F,CODY HODGSON,20132014,BUF,,,,,,,,,,,,,,,,,,
8471388,https://assets.nhle.com/mugs/nhl/20132014/BUF/8471388.png,36.0,R,R,73,198,185,90,1986-06-08,USA,Patrick,Kaleta,Buffalo,NY,,,,,,,,,F,PATRICK KALETA,20132014,BUF,,,,,,,,,,,,,,,,,,
8469820,https://assets.nhle.com/mugs/nhl/20132014/BUF/8469820.png,24.0,C,L,72,213,183,97,1981-01-02,CAN,Zenon,Konopka,Niagara on the Lake,ON,,,,Niagara-on-the-Lake,,,,,F,ZENON KONOPKA,20132014,BUF,,,,,,,,,,,,,,,,,,
8475728,https://assets.nhle.com/mugs/nhl/20132014/BUF/8475728.png,22.0,C,L,71,206,180,93,1992-07-25,SWE,Johan,Larsson,Lau,,,,,,,,,,F,JOHAN LARSSON,20132014,BUF,,,,,,,,,,,,,,,,,,
8474551,https://assets.nhle.com/mugs/nhl/20132014/BUF/8474551.png,23.0,L,L,73,182,185,83,1983-10-06,FIN,Ville,Leino,Savonlinna,,,,,,,Nyslott,,,F,VILLE LEINO,20132014,BUF,,,,,,,,,,,,,,,,,,
8469591,https://assets.nhle.com/mugs/nhl/20132014/BUF/8469591.png,8.0,C,R,74,222,188,101,1983-04-18,CAN,Cody,McCormick,London,ON,,,,,Londýn,,,,F,CODY MCCORMICK,20132014,BUF,,,,,,,,,,,,,,,,,,
8471338,https://assets.nhle.com/mugs/nhl/20132014/BUF/8471338.png,17.0,C,R,71,186,180,84,1985-01-30,CAN,Torrey,Mitchell,Greenfield Park,QC,,,,,,,,,F,TORREY MITCHELL,20132014,BUF,,,,,,,,,,,,,,,,,,
8470852,https://assets.nhle.com/mugs/nhl/20132014/BUF/8470852.png,,L,L,73,203,185,92,1983-11-01,CAN,Matt,Moulson,North York,ON,,,,,,,,,F,MATT MOULSON,20132014,BUF,,,,,,,,,,,,,,,,,,
8474059,https://assets.nhle.com/mugs/nhl/20132014/BUF/8474059.png,17.0,L,L,70,187,178,85,1987-02-05,SWE,Linus,Omark,Övertorneå,,,,,,,,,,F,LINUS OMARK,20132014,BUF,,,,,,,,,,,,,,,,,,
